,Location,Times,Tweets
300,Vermont,2018-02-27 09:00:00,1
301,Vermont,2018-02-27 10:00:00,1
302,Vermont,2018-02-27 11:00:00,3
303,Vermont,2018-02-27 12:00:00,3
304,Vermont,2018-02-27 13:00:00,4
305,Vermont,2018-02-27 14:00:00,0
306,Vermont,2018-02-27 15:00:00,6
307,Vermont,2018-02-27 16:00:00,6
308,Vermont,2018-02-27 17:00:00,2
309,Vermont,2018-02-27 18:00:00,2
310,Vermont,2018-02-27 19:00:00,1
311,Vermont,2018-02-27 20:00:00,5
312,Vermont,2018-02-27 21:00:00,0
313,Vermont,2018-02-27 22:00:00,0
314,Vermont,2018-02-27 23:00:00,3
315,Vermont,2018-02-28 00:00:00,1
316,Vermont,2018-02-28 01:00:00,0
317,Vermont,2018-02-28 02:00:00,1
318,Vermont,2018-02-28 03:00:00,0
319,Vermont,2018-02-28 04:00:00,1
320,Vermont,2018-02-28 05:00:00,0
321,Vermont,2018-02-28 06:00:00,1
322,Vermont,2018-02-28 07:00:00,5
323,Vermont,2018-02-28 08:00:00,6
324,Vermont,2018-02-28 09:00:00,6
325,Vermont,2018-02-28 10:00:00,3
326,Vermont,2018-02-28 11:00:00,4
327,Vermont,2018-02-28 12:00:00,1
328,Vermont,2018-02-28 13:00:00,6
329,Vermont,2018-02-28 14:00:00,2
330,Vermont,2018-02-28 15:00:00,4
331,Vermont,2018-02-28 16:00:00,5
332,Vermont,2018-02-28 17:00:00,2
333,Vermont,2018-02-28 18:00:00,5
334,Vermont,2018-02-28 19:00:00,1
335,Vermont,2018-02-28 20:00:00,6
336,Vermont,2018-02-28 21:00:00,4
337,Vermont,2018-02-28 22:00:00,1
338,Vermont,2018-02-28 23:00:00,2
339,Vermont,2018-03-01 00:00:00,1
340,Vermont,2018-03-01 01:00:00,0
341,Vermont,2018-03-01 02:00:00,0
342,Vermont,2018-03-01 03:00:00,0
343,Vermont,2018-03-01 04:00:00,0
344,Vermont,2018-03-01 05:00:00,0
345,Vermont,2018-03-01 06:00:00,2
346,Vermont,2018-03-01 07:00:00,3
347,Vermont,2018-03-01 08:00:00,1
348,Vermont,2018-03-01 09:00:00,3
349,Vermont,2018-03-01 10:00:00,2
350,Vermont,2018-03-01 11:00:00,0
351,Vermont,2018-03-01 12:00:00,2
352,Vermont,2018-03-01 13:00:00,0
353,Vermont,2018-03-01 14:00:00,4
354,Vermont,2018-03-01 15:00:00,1
355,Vermont,2018-03-01 16:00:00,4
356,Vermont,2018-03-01 17:00:00,4
357,Vermont,2018-03-01 18:00:00,2
358,Vermont,2018-03-01 19:00:00,5
359,Vermont,2018-03-01 20:00:00,5
360,Vermont,2018-03-01 21:00:00,1
361,Vermont,2018-03-01 22:00:00,3
362,Vermont,2018-03-01 23:00:00,0
363,Vermont,2018-03-02 00:00:00,0
364,Vermont,2018-03-02 01:00:00,0
365,Vermont,2018-03-02 02:00:00,0
366,Vermont,2018-03-02 03:00:00,0
367,Vermont,2018-03-02 04:00:00,0
368,Vermont,2018-03-02 05:00:00,0
369,Vermont,2018-03-02 06:00:00,1
370,Vermont,2018-03-02 07:00:00,3
371,Vermont,2018-03-02 08:00:00,4
372,Vermont,2018-03-02 09:00:00,4
373,Vermont,2018-03-02 10:00:00,4
374,Vermont,2018-03-02 11:00:00,1
375,Vermont,2018-03-02 12:00:00,1
376,Vermont,2018-03-02 13:00:00,1
377,Vermont,2018-03-02 14:00:00,4
378,Vermont,2018-03-02 15:00:00,7
379,Vermont,2018-03-02 16:00:00,1
380,Vermont,2018-03-02 17:00:00,3
381,Vermont,2018-03-02 18:00:00,2
382,Vermont,2018-03-02 19:00:00,2
383,Vermont,2018-03-02 20:00:00,0
384,Vermont,2018-03-02 21:00:00,3
385,Vermont,2018-03-02 22:00:00,4
386,Vermont,2018-03-02 23:00:00,3
387,Vermont,2018-03-03 00:00:00,0
388,Colorado,2018-02-27 00:00:00,18
389,Colorado,2018-02-27 01:00:00,8
390,Colorado,2018-02-27 02:00:00,7
391,Colorado,2018-02-27 03:00:00,2
392,Colorado,2018-02-27 04:00:00,2
393,Colorado,2018-02-27 05:00:00,2
394,Colorado,2018-02-27 06:00:00,1
395,Colorado,2018-02-27 07:00:00,3
396,Colorado,2018-02-27 08:00:00,13
397,Colorado,2018-02-27 09:00:00,18
398,Colorado,2018-02-27 10:00:00,17
399,Colorado,2018-02-27 11:00:00,25
400,Colorado,2018-02-27 12:00:00,11
401,Colorado,2018-02-27 13:00:00,21
402,Colorado,2018-02-27 14:00:00,34
403,Colorado,2018-02-27 15:00:00,23
404,Colorado,2018-02-27 16:00:00,13
405,Colorado,2018-02-27 17:00:00,22
406,Colorado,2018-02-27 18:00:00,21
407,Colorado,2018-02-27 19:00:00,16
408,Colorado,2018-02-27 20:00:00,27
409,Colorado,2018-02-27 21:00:00,16
410,Colorado,2018-02-27 22:00:00,24
411,Colorado,2018-02-27 23:00:00,13
412,Colorado,2018-02-28 00:00:00,13
413,Colorado,2018-02-28 01:00:00,10
414,Colorado,2018-02-28 02:00:00,6
415,Colorado,2018-02-28 03:00:00,3
416,Colorado,2018-02-28 04:00:00,1
417,Colorado,2018-02-28 05:00:00,1
418,Colorado,2018-02-28 06:00:00,3
419,Colorado,2018-02-28 07:00:00,9
420,Colorado,2018-02-28 08:00:00,26
421,Colorado,2018-02-28 09:00:00,51
422,Colorado,2018-02-28 10:00:00,56
423,Colorado,2018-02-28 11:00:00,36
424,Colorado,2018-02-28 12:00:00,24
425,Colorado,2018-02-28 13:00:00,19
426,Colorado,2018-02-28 14:00:00,13
427,Colorado,2018-02-28 15:00:00,22
428,Colorado,2018-02-28 16:00:00,25
429,Colorado,2018-02-28 17:00:00,21
430,Colorado,2018-02-28 18:00:00,27
431,Colorado,2018-02-28 19:00:00,16
432,Colorado,2018-02-28 20:00:00,28
433,Colorado,2018-02-28 21:00:00,26
434,Colorado,2018-02-28 22:00:00,21
435,Colorado,2018-02-28 23:00:00,30
436,Colorado,2018-03-01 00:00:00,27
437,Colorado,2018-03-01 01:00:00,10
438,Colorado,2018-03-01 02:00:00,2
439,Colorado,2018-03-01 03:00:00,4
440,Colorado,2018-03-01 04:00:00,2
441,Colorado,2018-03-01 05:00:00,3
442,Colorado,2018-03-01 06:00:00,2
443,Colorado,2018-03-01 07:00:00,5
444,Colorado,2018-03-01 08:00:00,4
445,Colorado,2018-03-01 09:00:00,10
446,Colorado,2018-03-01 10:00:00,13
447,Colorado,2018-03-01 11:00:00,16
448,Colorado,2018-03-01 12:00:00,14
449,Colorado,2018-03-01 13:00:00,11
450,Colorado,2018-03-01 14:00:00,12
451,Colorado,2018-03-01 15:00:00,11
452,Colorado,2018-03-01 16:00:00,20
453,Colorado,2018-03-01 17:00:00,36
454,Colorado,2018-03-01 18:00:00,18
455,Colorado,2018-03-01 19:00:00,20
456,Colorado,2018-03-01 20:00:00,15
457,Colorado,2018-03-01 21:00:00,19
458,Colorado,2018-03-01 22:00:00,13
459,Colorado,2018-03-01 23:00:00,23
460,Colorado,2018-03-02 00:00:00,12
461,Colorado,2018-03-02 01:00:00,9
462,Colorado,2018-03-02 02:00:00,3
463,Colorado,2018-03-02 03:00:00,2
464,Colorado,2018-03-02 04:00:00,4
465,Colorado,2018-03-02 05:00:00,6
466,Colorado,2018-03-02 06:00:00,2
467,Colorado,2018-03-02 07:00:00,6
468,Colorado,2018-03-02 08:00:00,7
469,Colorado,2018-03-02 09:00:00,21
470,Colorado,2018-03-02 10:00:00,20
471,Colorado,2018-03-02 11:00:00,36
472,Colorado,2018-03-02 12:00:00,50
473,Colorado,2018-03-02 13:00:00,29
474,Colorado,2018-03-02 14:00:00,17
475,Colorado,2018-03-02 15:00:00,24
476,Colorado,2018-03-02 16:00:00,14
477,Colorado,2018-03-02 17:00:00,9
478,Colorado,2018-03-02 18:00:00,8
479,Colorado,2018-03-02 19:00:00,8
480,Colorado,2018-03-02 20:00:00,11
481,Colorado,2018-03-02 21:00:00,7
482,Colorado,2018-03-02 22:00:00,12
483,Colorado,2018-03-02 23:00:00,13
484,Colorado,2018-03-03 00:00:00,0
