,Location,Times,Tweets
144,Washington,2018-03-02 00:00:00,12
145,Washington,2018-03-02 00:30:00,11
146,Washington,2018-03-02 01:00:00,12
147,Washington,2018-03-02 01:30:00,8
148,Washington,2018-03-02 02:00:00,6
149,Washington,2018-03-02 02:30:00,7
150,Washington,2018-03-02 03:00:00,13
151,Washington,2018-03-02 03:30:00,5
152,Washington,2018-03-02 04:00:00,8
153,Washington,2018-03-02 04:30:00,7
154,Washington,2018-03-02 05:00:00,13
155,Washington,2018-03-02 05:30:00,1
156,Washington,2018-03-02 06:00:00,0
157,Washington,2018-03-02 06:30:00,4
158,Washington,2018-03-02 07:00:00,15
159,Washington,2018-03-02 07:30:00,7
160,Washington,2018-03-02 08:00:00,17
161,Washington,2018-03-02 08:30:00,8
162,Washington,2018-03-02 09:00:00,16
163,Washington,2018-03-02 09:30:00,12
164,Washington,2018-03-02 10:00:00,22
165,Washington,2018-03-02 10:30:00,27
166,Washington,2018-03-02 11:00:00,34
167,Washington,2018-03-02 11:30:00,57
168,Washington,2018-03-02 12:00:00,49
169,Washington,2018-03-02 12:30:00,41
170,Washington,2018-03-02 13:00:00,35
171,Washington,2018-03-02 13:30:00,42
172,Washington,2018-03-02 14:00:00,22
173,Washington,2018-03-02 14:30:00,23
174,Washington,2018-03-02 15:00:00,18
175,Washington,2018-03-02 15:30:00,21
176,Washington,2018-03-02 16:00:00,26
177,Washington,2018-03-02 16:30:00,28
178,Washington,2018-03-02 17:00:00,24
179,Washington,2018-03-02 17:30:00,15
180,Washington,2018-03-02 18:00:00,17
181,Washington,2018-03-02 18:30:00,13
182,Washington,2018-03-02 19:00:00,16
183,Washington,2018-03-02 19:30:00,12
184,Washington,2018-03-02 20:00:00,15
185,Washington,2018-03-02 20:30:00,11
186,Washington,2018-03-02 21:00:00,7
187,Washington,2018-03-02 21:30:00,11
188,Washington,2018-03-02 22:00:00,17
189,Washington,2018-03-02 22:30:00,13
190,Washington,2018-03-02 23:00:00,16
191,Washington,2018-03-02 23:30:00,15
192,Washington,2018-03-03 00:00:00,0
193,Oregon,2018-02-27 00:00:00,8
194,Oregon,2018-02-27 00:30:00,6
195,Oregon,2018-02-27 01:00:00,6
196,Oregon,2018-02-27 01:30:00,7
197,Oregon,2018-02-27 02:00:00,3
198,Oregon,2018-02-27 02:30:00,1
199,Oregon,2018-02-27 03:00:00,1
200,Oregon,2018-02-27 03:30:00,0
201,Oregon,2018-02-27 04:00:00,0
202,Oregon,2018-02-27 04:30:00,0
203,Oregon,2018-02-27 05:00:00,0
204,Oregon,2018-02-27 05:30:00,1
205,Oregon,2018-02-27 06:00:00,2
206,Oregon,2018-02-27 06:30:00,1
207,Oregon,2018-02-27 07:00:00,1
208,Oregon,2018-02-27 07:30:00,3
209,Oregon,2018-02-27 08:00:00,5
210,Oregon,2018-02-27 08:30:00,2
211,Oregon,2018-02-27 09:00:00,8
212,Oregon,2018-02-27 09:30:00,10
213,Oregon,2018-02-27 10:00:00,8
214,Oregon,2018-02-27 10:30:00,13
215,Oregon,2018-02-27 11:00:00,20
216,Oregon,2018-02-27 11:30:00,11
217,Oregon,2018-02-27 12:00:00,9
218,Oregon,2018-02-27 12:30:00,6
219,Oregon,2018-02-27 13:00:00,20
220,Oregon,2018-02-27 13:30:00,15
221,Oregon,2018-02-27 14:00:00,5
222,Oregon,2018-02-27 14:30:00,12
223,Oregon,2018-02-27 15:00:00,13
224,Oregon,2018-02-27 15:30:00,15
225,Oregon,2018-02-27 16:00:00,11
226,Oregon,2018-02-27 16:30:00,26
227,Oregon,2018-02-27 17:00:00,10
228,Oregon,2018-02-27 17:30:00,28
229,Oregon,2018-02-27 18:00:00,8
230,Oregon,2018-02-27 18:30:00,24
231,Oregon,2018-02-27 19:00:00,6
232,Oregon,2018-02-27 19:30:00,13
233,Oregon,2018-02-27 20:00:00,7
234,Oregon,2018-02-27 20:30:00,9
235,Oregon,2018-02-27 21:00:00,21
236,Oregon,2018-02-27 21:30:00,12
237,Oregon,2018-02-27 22:00:00,16
238,Oregon,2018-02-27 22:30:00,12
239,Oregon,2018-02-27 23:00:00,9
240,Oregon,2018-02-27 23:30:00,18
241,Oregon,2018-02-28 00:00:00,11
242,Oregon,2018-02-28 00:30:00,9
243,Oregon,2018-02-28 01:00:00,7
244,Oregon,2018-02-28 01:30:00,8
245,Oregon,2018-02-28 02:00:00,3
246,Oregon,2018-02-28 02:30:00,2
247,Oregon,2018-02-28 03:00:00,6
248,Oregon,2018-02-28 03:30:00,3
249,Oregon,2018-02-28 04:00:00,0
250,Oregon,2018-02-28 04:30:00,0
251,Oregon,2018-02-28 05:00:00,0
252,Oregon,2018-02-28 05:30:00,2
253,Oregon,2018-02-28 06:00:00,0
254,Oregon,2018-02-28 06:30:00,1
255,Oregon,2018-02-28 07:00:00,3
256,Oregon,2018-02-28 07:30:00,4
257,Oregon,2018-02-28 08:00:00,4
258,Oregon,2018-02-28 08:30:00,10
259,Oregon,2018-02-28 09:00:00,10
260,Oregon,2018-02-28 09:30:00,18
261,Oregon,2018-02-28 10:00:00,19
262,Oregon,2018-02-28 10:30:00,32
263,Oregon,2018-02-28 11:00:00,26
264,Oregon,2018-02-28 11:30:00,24
265,Oregon,2018-02-28 12:00:00,11
266,Oregon,2018-02-28 12:30:00,13
267,Oregon,2018-02-28 13:00:00,11
268,Oregon,2018-02-28 13:30:00,18
269,Oregon,2018-02-28 14:00:00,5
270,Oregon,2018-02-28 14:30:00,7
271,Oregon,2018-02-28 15:00:00,16
272,Oregon,2018-02-28 15:30:00,40
273,Oregon,2018-02-28 16:00:00,23
274,Oregon,2018-02-28 16:30:00,16
275,Oregon,2018-02-28 17:00:00,13
276,Oregon,2018-02-28 17:30:00,13
277,Oregon,2018-02-28 18:00:00,15
278,Oregon,2018-02-28 18:30:00,31
279,Oregon,2018-02-28 19:00:00,10
280,Oregon,2018-02-28 19:30:00,11
281,Oregon,2018-02-28 20:00:00,7
282,Oregon,2018-02-28 20:30:00,12
283,Oregon,2018-02-28 21:00:00,22
284,Oregon,2018-02-28 21:30:00,17
285,Oregon,2018-02-28 22:00:00,16
286,Oregon,2018-02-28 22:30:00,18
287,Oregon,2018-02-28 23:00:00,9
288,Oregon,2018-02-28 23:30:00,7
289,Oregon,2018-03-01 00:00:00,5
290,Oregon,2018-03-01 00:30:00,14
291,Oregon,2018-03-01 01:00:00,6
292,Oregon,2018-03-01 01:30:00,4
293,Oregon,2018-03-01 02:00:00,5
294,Oregon,2018-03-01 02:30:00,6
295,Oregon,2018-03-01 03:00:00,1
296,Oregon,2018-03-01 03:30:00,3
297,Oregon,2018-03-01 04:00:00,2
298,Oregon,2018-03-01 04:30:00,1
299,Oregon,2018-03-01 05:00:00,1
300,Oregon,2018-03-01 05:30:00,2
301,Oregon,2018-03-01 06:00:00,0
302,Oregon,2018-03-01 06:30:00,0
303,Oregon,2018-03-01 07:00:00,2
304,Oregon,2018-03-01 07:30:00,4
305,Oregon,2018-03-01 08:00:00,11
306,Oregon,2018-03-01 08:30:00,1
307,Oregon,2018-03-01 09:00:00,10
308,Oregon,2018-03-01 09:30:00,9
309,Oregon,2018-03-01 10:00:00,8
310,Oregon,2018-03-01 10:30:00,9
311,Oregon,2018-03-01 11:00:00,9
312,Oregon,2018-03-01 11:30:00,7
313,Oregon,2018-03-01 12:00:00,2
314,Oregon,2018-03-01 12:30:00,7
315,Oregon,2018-03-01 13:00:00,11
316,Oregon,2018-03-01 13:30:00,13
317,Oregon,2018-03-01 14:00:00,2
318,Oregon,2018-03-01 14:30:00,14
319,Oregon,2018-03-01 15:00:00,9
320,Oregon,2018-03-01 15:30:00,20
321,Oregon,2018-03-01 16:00:00,6
322,Oregon,2018-03-01 16:30:00,7
323,Oregon,2018-03-01 17:00:00,22
324,Oregon,2018-03-01 17:30:00,20
325,Oregon,2018-03-01 18:00:00,18
326,Oregon,2018-03-01 18:30:00,46
327,Oregon,2018-03-01 19:00:00,29
328,Oregon,2018-03-01 19:30:00,10
329,Oregon,2018-03-01 20:00:00,17
330,Oregon,2018-03-01 20:30:00,13
331,Oregon,2018-03-01 21:00:00,21
332,Oregon,2018-03-01 21:30:00,20
333,Oregon,2018-03-01 22:00:00,8
334,Oregon,2018-03-01 22:30:00,15
335,Oregon,2018-03-01 23:00:00,26
336,Oregon,2018-03-01 23:30:00,7
337,Oregon,2018-03-02 00:00:00,7
338,Oregon,2018-03-02 00:30:00,4
339,Oregon,2018-03-02 01:00:00,7
340,Oregon,2018-03-02 01:30:00,6
341,Oregon,2018-03-02 02:00:00,4
342,Oregon,2018-03-02 02:30:00,5
343,Oregon,2018-03-02 03:00:00,2
344,Oregon,2018-03-02 03:30:00,2
345,Oregon,2018-03-02 04:00:00,2
346,Oregon,2018-03-02 04:30:00,0
347,Oregon,2018-03-02 05:00:00,2
348,Oregon,2018-03-02 05:30:00,2
349,Oregon,2018-03-02 06:00:00,0
350,Oregon,2018-03-02 06:30:00,1
351,Oregon,2018-03-02 07:00:00,2
352,Oregon,2018-03-02 07:30:00,4
353,Oregon,2018-03-02 08:00:00,14
354,Oregon,2018-03-02 08:30:00,6
355,Oregon,2018-03-02 09:00:00,16
356,Oregon,2018-03-02 09:30:00,13
357,Oregon,2018-03-02 10:00:00,7
358,Oregon,2018-03-02 10:30:00,12
359,Oregon,2018-03-02 11:00:00,11
360,Oregon,2018-03-02 11:30:00,21
361,Oregon,2018-03-02 12:00:00,26
362,Oregon,2018-03-02 12:30:00,24
363,Oregon,2018-03-02 13:00:00,17
364,Oregon,2018-03-02 13:30:00,8
365,Oregon,2018-03-02 14:00:00,16
366,Oregon,2018-03-02 14:30:00,14
367,Oregon,2018-03-02 15:00:00,7
368,Oregon,2018-03-02 15:30:00,12
369,Oregon,2018-03-02 16:00:00,16
370,Oregon,2018-03-02 16:30:00,22
371,Oregon,2018-03-02 17:00:00,13
372,Oregon,2018-03-02 17:30:00,6
373,Oregon,2018-03-02 18:00:00,10
374,Oregon,2018-03-02 18:30:00,13
375,Oregon,2018-03-02 19:00:00,7
376,Oregon,2018-03-02 19:30:00,10
377,Oregon,2018-03-02 20:00:00,7
378,Oregon,2018-03-02 20:30:00,12
379,Oregon,2018-03-02 21:00:00,0
380,Oregon,2018-03-02 21:30:00,8
381,Oregon,2018-03-02 22:00:00,6
382,Oregon,2018-03-02 22:30:00,5
383,Oregon,2018-03-02 23:00:00,6
384,Oregon,2018-03-02 23:30:00,8
385,Oregon,2018-03-03 00:00:00,0
386,Florida,2018-02-27 00:00:00,17
387,Florida,2018-02-27 00:30:00,39
388,Florida,2018-02-27 01:00:00,18
389,Florida,2018-02-27 01:30:00,10
390,Florida,2018-02-27 02:00:00,12
391,Florida,2018-02-27 02:30:00,11
392,Florida,2018-02-27 03:00:00,4
393,Florida,2018-02-27 03:30:00,5
394,Florida,2018-02-27 04:00:00,10
395,Florida,2018-02-27 04:30:00,7
396,Florida,2018-02-27 05:00:00,13
397,Florida,2018-02-27 05:30:00,11
398,Florida,2018-02-27 06:00:00,14
399,Florida,2018-02-27 06:30:00,20
400,Florida,2018-02-27 07:00:00,27
401,Florida,2018-02-27 07:30:00,32
402,Florida,2018-02-27 08:00:00,39
403,Florida,2018-02-27 08:30:00,46
404,Florida,2018-02-27 09:00:00,53
405,Florida,2018-02-27 09:30:00,49
406,Florida,2018-02-27 10:00:00,53
407,Florida,2018-02-27 10:30:00,56
408,Florida,2018-02-27 11:00:00,44
409,Florida,2018-02-27 11:30:00,62
410,Florida,2018-02-27 12:00:00,57
411,Florida,2018-02-27 12:30:00,42
412,Florida,2018-02-27 13:00:00,60
413,Florida,2018-02-27 13:30:00,35
414,Florida,2018-02-27 14:00:00,47
415,Florida,2018-02-27 14:30:00,83
416,Florida,2018-02-27 15:00:00,39
417,Florida,2018-02-27 15:30:00,49
418,Florida,2018-02-27 16:00:00,43
419,Florida,2018-02-27 16:30:00,59
420,Florida,2018-02-27 17:00:00,87
421,Florida,2018-02-27 17:30:00,65
422,Florida,2018-02-27 18:00:00,48
423,Florida,2018-02-27 18:30:00,40
424,Florida,2018-02-27 19:00:00,45
425,Florida,2018-02-27 19:30:00,50
426,Florida,2018-02-27 20:00:00,52
427,Florida,2018-02-27 20:30:00,42
428,Florida,2018-02-27 21:00:00,59
429,Florida,2018-02-27 21:30:00,42
430,Florida,2018-02-27 22:00:00,52
431,Florida,2018-02-27 22:30:00,48
432,Florida,2018-02-27 23:00:00,24
433,Florida,2018-02-27 23:30:00,32
434,Florida,2018-02-28 00:00:00,30
435,Florida,2018-02-28 00:30:00,15
436,Florida,2018-02-28 01:00:00,12
437,Florida,2018-02-28 01:30:00,14
438,Florida,2018-02-28 02:00:00,7
439,Florida,2018-02-28 02:30:00,5
440,Florida,2018-02-28 03:00:00,3
441,Florida,2018-02-28 03:30:00,10
442,Florida,2018-02-28 04:00:00,6
443,Florida,2018-02-28 04:30:00,5
444,Florida,2018-02-28 05:00:00,6
445,Florida,2018-02-28 05:30:00,11
446,Florida,2018-02-28 06:00:00,17
447,Florida,2018-02-28 06:30:00,29
448,Florida,2018-02-28 07:00:00,38
449,Florida,2018-02-28 07:30:00,64
450,Florida,2018-02-28 08:00:00,53
451,Florida,2018-02-28 08:30:00,117
452,Florida,2018-02-28 09:00:00,107
453,Florida,2018-02-28 09:30:00,81
454,Florida,2018-02-28 10:00:00,68
455,Florida,2018-02-28 10:30:00,94
456,Florida,2018-02-28 11:00:00,76
457,Florida,2018-02-28 11:30:00,61
458,Florida,2018-02-28 12:00:00,70
459,Florida,2018-02-28 12:30:00,75
460,Florida,2018-02-28 13:00:00,71
461,Florida,2018-02-28 13:30:00,67
462,Florida,2018-02-28 14:00:00,62
463,Florida,2018-02-28 14:30:00,52
464,Florida,2018-02-28 15:00:00,44
465,Florida,2018-02-28 15:30:00,42
466,Florida,2018-02-28 16:00:00,51
467,Florida,2018-02-28 16:30:00,74
468,Florida,2018-02-28 17:00:00,66
469,Florida,2018-02-28 17:30:00,48
470,Florida,2018-02-28 18:00:00,38
471,Florida,2018-02-28 18:30:00,49
472,Florida,2018-02-28 19:00:00,87
473,Florida,2018-02-28 19:30:00,61
474,Florida,2018-02-28 20:00:00,65
475,Florida,2018-02-28 20:30:00,48
476,Florida,2018-02-28 21:00:00,83
477,Florida,2018-02-28 21:30:00,67
478,Florida,2018-02-28 22:00:00,63
479,Florida,2018-02-28 22:30:00,55
480,Florida,2018-02-28 23:00:00,46
481,Florida,2018-02-28 23:30:00,23
482,Florida,2018-03-01 00:00:00,28
483,Florida,2018-03-01 00:30:00,10
484,Florida,2018-03-01 01:00:00,5
485,Florida,2018-03-01 01:30:00,12
486,Florida,2018-03-01 02:00:00,61
487,Florida,2018-03-01 02:30:00,16
488,Florida,2018-03-01 03:00:00,2
489,Florida,2018-03-01 03:30:00,3
490,Florida,2018-03-01 04:00:00,4
491,Florida,2018-03-01 04:30:00,5
492,Florida,2018-03-01 05:00:00,6
493,Florida,2018-03-01 05:30:00,14
494,Florida,2018-03-01 06:00:00,20
495,Florida,2018-03-01 06:30:00,25
496,Florida,2018-03-01 07:00:00,27
497,Florida,2018-03-01 07:30:00,41
498,Florida,2018-03-01 08:00:00,29
499,Florida,2018-03-01 08:30:00,30
500,Florida,2018-03-01 09:00:00,26
501,Florida,2018-03-01 09:30:00,43
502,Florida,2018-03-01 10:00:00,30
503,Florida,2018-03-01 10:30:00,49
504,Florida,2018-03-01 11:00:00,36
505,Florida,2018-03-01 11:30:00,34
506,Florida,2018-03-01 12:00:00,35
507,Florida,2018-03-01 12:30:00,40
508,Florida,2018-03-01 13:00:00,37
509,Florida,2018-03-01 13:30:00,36
510,Florida,2018-03-01 14:00:00,33
511,Florida,2018-03-01 14:30:00,24
512,Florida,2018-03-01 15:00:00,29
513,Florida,2018-03-01 15:30:00,26
514,Florida,2018-03-01 16:00:00,35
515,Florida,2018-03-01 16:30:00,49
516,Florida,2018-03-01 17:00:00,61
517,Florida,2018-03-01 17:30:00,89
518,Florida,2018-03-01 18:00:00,66
519,Florida,2018-03-01 18:30:00,43
520,Florida,2018-03-01 19:00:00,37
521,Florida,2018-03-01 19:30:00,49
522,Florida,2018-03-01 20:00:00,47
523,Florida,2018-03-01 20:30:00,45
524,Florida,2018-03-01 21:00:00,42
525,Florida,2018-03-01 21:30:00,35
526,Florida,2018-03-01 22:00:00,35
527,Florida,2018-03-01 22:30:00,28
528,Florida,2018-03-01 23:00:00,33
529,Florida,2018-03-01 23:30:00,20
530,Florida,2018-03-02 00:00:00,18
531,Florida,2018-03-02 00:30:00,16
532,Florida,2018-03-02 01:00:00,5
533,Florida,2018-03-02 01:30:00,5
534,Florida,2018-03-02 02:00:00,11
535,Florida,2018-03-02 02:30:00,10
536,Florida,2018-03-02 03:00:00,9
537,Florida,2018-03-02 03:30:00,7
538,Florida,2018-03-02 04:00:00,2
539,Florida,2018-03-02 04:30:00,9
540,Florida,2018-03-02 05:00:00,2
541,Florida,2018-03-02 05:30:00,12
542,Florida,2018-03-02 06:00:00,13
543,Florida,2018-03-02 06:30:00,24
544,Florida,2018-03-02 07:00:00,34
545,Florida,2018-03-02 07:30:00,44
546,Florida,2018-03-02 08:00:00,37
547,Florida,2018-03-02 08:30:00,35
548,Florida,2018-03-02 09:00:00,37
549,Florida,2018-03-02 09:30:00,33
550,Florida,2018-03-02 10:00:00,64
551,Florida,2018-03-02 10:30:00,80
552,Florida,2018-03-02 11:00:00,61
553,Florida,2018-03-02 11:30:00,95
554,Florida,2018-03-02 12:00:00,78
555,Florida,2018-03-02 12:30:00,77
556,Florida,2018-03-02 13:00:00,44
557,Florida,2018-03-02 13:30:00,63
558,Florida,2018-03-02 14:00:00,47
559,Florida,2018-03-02 14:30:00,51
560,Florida,2018-03-02 15:00:00,42
561,Florida,2018-03-02 15:30:00,34
562,Florida,2018-03-02 16:00:00,43
563,Florida,2018-03-02 16:30:00,39
564,Florida,2018-03-02 17:00:00,41
565,Florida,2018-03-02 17:30:00,45
566,Florida,2018-03-02 18:00:00,36
567,Florida,2018-03-02 18:30:00,27
568,Florida,2018-03-02 19:00:00,30
569,Florida,2018-03-02 19:30:00,27
570,Florida,2018-03-02 20:00:00,35
571,Florida,2018-03-02 20:30:00,29
572,Florida,2018-03-02 21:00:00,31
573,Florida,2018-03-02 21:30:00,23
574,Florida,2018-03-02 22:00:00,20
575,Florida,2018-03-02 22:30:00,34
576,Florida,2018-03-02 23:00:00,28
577,Florida,2018-03-02 23:30:00,22
578,Florida,2018-03-03 00:00:00,0
579,Vermont,2018-02-27 00:00:00,0
580,Vermont,2018-02-27 00:30:00,1
581,Vermont,2018-02-27 01:00:00,0
582,Vermont,2018-02-27 01:30:00,0
583,Vermont,2018-02-27 02:00:00,0
584,Vermont,2018-02-27 02:30:00,0
585,Vermont,2018-02-27 03:00:00,0
586,Vermont,2018-02-27 03:30:00,0
587,Vermont,2018-02-27 04:00:00,0
588,Vermont,2018-02-27 04:30:00,0
589,Vermont,2018-02-27 05:00:00,0
590,Vermont,2018-02-27 05:30:00,0
591,Vermont,2018-02-27 06:00:00,0
592,Vermont,2018-02-27 06:30:00,0
593,Vermont,2018-02-27 07:00:00,0
594,Vermont,2018-02-27 07:30:00,0
595,Vermont,2018-02-27 08:00:00,2
596,Vermont,2018-02-27 08:30:00,3
597,Vermont,2018-02-27 09:00:00,0
598,Vermont,2018-02-27 09:30:00,1
599,Vermont,2018-02-27 10:00:00,1
600,Vermont,2018-02-27 10:30:00,0
601,Vermont,2018-02-27 11:00:00,1
602,Vermont,2018-02-27 11:30:00,2
603,Vermont,2018-02-27 12:00:00,1
604,Vermont,2018-02-27 12:30:00,2
605,Vermont,2018-02-27 13:00:00,4
606,Vermont,2018-02-27 13:30:00,0
607,Vermont,2018-02-27 14:00:00,0
608,Vermont,2018-02-27 14:30:00,0
609,Vermont,2018-02-27 15:00:00,3
610,Vermont,2018-02-27 15:30:00,3
611,Vermont,2018-02-27 16:00:00,4
612,Vermont,2018-02-27 16:30:00,2
613,Vermont,2018-02-27 17:00:00,1
614,Vermont,2018-02-27 17:30:00,1
615,Vermont,2018-02-27 18:00:00,1
616,Vermont,2018-02-27 18:30:00,1
617,Vermont,2018-02-27 19:00:00,1
618,Vermont,2018-02-27 19:30:00,0
619,Vermont,2018-02-27 20:00:00,3
620,Vermont,2018-02-27 20:30:00,2
621,Vermont,2018-02-27 21:00:00,0
622,Vermont,2018-02-27 21:30:00,0
623,Vermont,2018-02-27 22:00:00,0
624,Vermont,2018-02-27 22:30:00,0
625,Vermont,2018-02-27 23:00:00,1
626,Vermont,2018-02-27 23:30:00,2
627,Vermont,2018-02-28 00:00:00,1
628,Vermont,2018-02-28 00:30:00,0
629,Vermont,2018-02-28 01:00:00,0
630,Vermont,2018-02-28 01:30:00,0
631,Vermont,2018-02-28 02:00:00,1
632,Vermont,2018-02-28 02:30:00,0
633,Vermont,2018-02-28 03:00:00,0
634,Vermont,2018-02-28 03:30:00,0
635,Vermont,2018-02-28 04:00:00,0
636,Vermont,2018-02-28 04:30:00,1
637,Vermont,2018-02-28 05:00:00,0
638,Vermont,2018-02-28 05:30:00,0
639,Vermont,2018-02-28 06:00:00,1
640,Vermont,2018-02-28 06:30:00,0
641,Vermont,2018-02-28 07:00:00,0
642,Vermont,2018-02-28 07:30:00,5
643,Vermont,2018-02-28 08:00:00,4
644,Vermont,2018-02-28 08:30:00,2
645,Vermont,2018-02-28 09:00:00,5
646,Vermont,2018-02-28 09:30:00,1
647,Vermont,2018-02-28 10:00:00,2
648,Vermont,2018-02-28 10:30:00,1
649,Vermont,2018-02-28 11:00:00,2
650,Vermont,2018-02-28 11:30:00,2
651,Vermont,2018-02-28 12:00:00,0
